"Node ID","Story Title","Story URL","Snippet","Published Count","Earliest Published","Latest Published","All Articles in Story","Social Engagement","Word Count","Clusters 0","Clusters 1","Clusters 2","Company (Primary Mention)","Companies (Any Mention)","Institution (Primary Mention)","Institutions (Any Mention)","Person (Primary Mention)","People (Any Mention)","Keyword - Field Specific (Primary Mention)","Keywords - Field Specific (Any Mention)","Location (Primary Mention)","Locations (Any Mention)","Other (Primary Mention)","Extracted Other (Any Mention)","Entity (Primary Mention)","Topics","Sentiment Summary","Sentiment Combined Score","Sentiment Positive Score","Sentiment Negative Score","Extracted Entity Latitude","Extracted Entity Longitude","Source","Source Publisher","Source Genre","Source Category","Source Rank","Source Country","Source Sub Region","Source Region","Sources","Reporter","Keywords - General (Any Mention)","Degree","Flow","Betweenness Centrality","Triangles","Pagerank","Inter-Cluster Connectivity","Tags"
"352","1st Report by Oireachtas Committee on United Ireland to be launched on Wednesday 2nd at 11am – Daly","http://ct.moreover.com/?a=31386007408&p=1h3&v=1&x=XUUwAF7N6Mgbcobkp0otuA","The Joint Oireachtas Committee on the Implementation of the Good Friday Agreement’s report on a United Ireland will be launched on Wednesday, 2nd August at 11am in Leinster House. 
 
Senator Mark Daly","1","Aug 1, 2017","Aug 1, 2017","1st Report by Oireachtas Committee on United Ireland to be launched on Wednesday 2nd at 11am – Daly (Fianna Fail : None) (http://ct.moreover.com/?a=31386007408&p=1h3&v=1&x=XUUwAF7N6Mgbcobkp0otuA)","0","224","mark daly / ireland forum / senator mark daly / daly","mark daly / ireland forum / senator mark daly / daly","mark daly / ireland forum / senator mark daly / daly","","","Joint Oireachtas Committee","Joint Oireachtas Committee","Senator Mark Daly","Senator Mark Daly","","","United Ireland","United Ireland","New Ireland Forum","New Ireland Forum; 80%; Leinster House (http://dbpedia.org/resource/Leinster_House)","United Ireland","Healthcare","positive","1.7478040808543334","5.875878094579231","0.7235959233182233","53.34055","-6.254021","Fianna Fail","","General","Trade & Research","4","Ireland","Northern Europe","Europe","Fianna Fail","Donnacha Maguire","daly; oireachtas committee; process starts; achieve a united; voices and perspectives; friday agreement's report; include unionist voices; happen in order; ireland through active; favour of unity; support in excess; ireland in favour; excess; polls showing support; unification of ireland; active consent; agreement's report; include unionist; concluded daly; unionist voices; polls showing; addition to hearing; showing support; support in ireland; forum to set; order to peacefully; pathway to achieve; rapporteur; achieve the peaceful; set a pathway; detail the options; party committee; outlines in detail; ratified; peaceful unification; peacefully; perspectives; peacefully achieve; future of ireland; uniting ireland; pathway; step forward; uniting; launched; showing; senator mark daly; senator mark; favour; achieve; oireachtas; leinster house; starts; united ireland; wednesday; forum; mark daly; ireland forum; hearing; polls; unification; outlines; served; active; leinster; august; committee; recommendations; st; peaceful; voices; brexit on ireland; addition; july; senator; received; report; options; establish; implementation; prosperity; detail; concluded; mark; wake of brexit; party; unity; support; united; step; unionist; consent; bring; published; include; fáil; fianna fáil; happen; wake; order; start","10","0.0023750537348428712","0","37","0.001927276097207566","0",""
"353","European Chamber of Ireland plans Brexit engagement mission","http://ct.moreover.com/?a=29814980804&p=1h3&v=1&x=uCqhsIcIk3R3qiCL7bf3Lg","Trade body wants key EU decision-makers to understand challenges faced by businesses here The European Chamber of Ireland is going on a diplomatic offensive to ensure key EU decision-makers in Europe ","2","Mar 7, 2017","Mar 7, 2017","European Chamber of Ireland plans Brexit engagement mission (Irish Times : Irish Times Trust) (http://ct.moreover.com/?a=29814980804&p=1h3&v=1&x=uCqhsIcIk3R3qiCL7bf3Lg); European Chamber of Ireland plans Brexit engagement mission – Irish Times (Bible Prophecy In The Daily Headlines : WordPress) (http://ct.moreover.com/?a=29815255073&p=1it&v=1&x=U5fIxPH8fIzFQpajkB_Zpw)","4","229","food / esri / ireland's economic / losses","ireland's economic / exceptional / ireland's special circumstances / german business leaders","ireland's special circumstances / create significant job / connected with britain / market volatility","","","European Union","European Union (http://dbpedia.org/resource/European_Union); European Chamber Of Ireland; Irish Eu; Chamber; European Commission","Jack Golden","Jack Golden (http://dbpedia.org/resource/Jack_Golden); Phil Hogan (http://www.philhogan.ie); Guenter Oettinger","Brexit","Brexit","Republic Of Ireland","Republic Of Ireland (http://www.irlgov.ie/); Brussels (http://portail.irisnet.be/en/home/home.shtml); Europe (http://dbpedia.org/resource/Europe); England (http://www.direct.gov.uk/); United Kingdom Of Great Britain And Ireland (http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Ireland); Berlin (http://www.berlin.de/international/index.en.php); Germany","Two-day","Two-day","European Union","EU","positive","0.5564851461268996","4.1913200285564995","1.698859240005924","53.344166666666666","-6.2675","Irish Times","Irish Times Trust","General","National & Int'l","1","Ireland","Northern Europe","Europe","Irish Times; Bible Prophecy In The Daily Headlines","Eoin Burke-Kennedy","decision makers; brexit engagement; engagement mission; eu decision makers; european chamber; trade body; eu decision; faced by businesses; chamber of ireland; brexit engagement mission; golden; makers; mission; key eu; eu commissioner; plans brexit; difficulties faced; europe understand; day brexit engagement; chamber president jack; jack; billion per annum; oettinger; volatility that brexit; circumstances are recognised; partners to mitigate; meetings to discuss; german eu commissioner; jack golden; diplomatic offensive; meps from ireland; trade over billion; discuss issues; chamber president; ireland is going; real brexit; leaders in ireland; german eu; offensive to ensure; president jack; ireland and germany; chamber delegation; separate meetings; ireland plans brexit; irish eu commissioner; issues of concern; mission in brussels; ensure key; understand the challenges; underlining our concerns; brexit related difficulties; services every week; commission and meps; recognised in brussels; president jack golden; worth of goods; mitigate the impact; market volatility; irish eu; challenges brexit; ireland's special circumstances; connected with britain; annum; chamber; faced; ireland plans; challenges faced; day brexit; underlining; offensive; full support; commissioner; body; meetings; series of meetings; eu commissioner phil; understand; billion worth; engagement; ireland's special; eu capitals; uk trade; commissioner phil; commissioner phil hogan; upcoming brexit negotiations; delegation; billion; connected; volatility; special circumstances; capitals; phil hogan; phil; planned; upcoming brexit; hogan; irish business; eu partners; goods and services; uk leaving","5","0.001004403656674868","0","10","0.001509594791051582","0",""
"354","Taoiseach needs to stop playing politics with Brexit and Northern Ireland – Donnelly","http://ct.moreover.com/?a=32239455712&p=1h3&v=1&x=-Syk20Os5zRDAq0bEyuGew","Fianna Fáil Spokesperson on Brexit Stephen Donnelly TD has criticised An Taoiseach Leo Varadkar for his recent comments on Brexit and Northern Ireland. 
 
Deputy Donnelly was responding to a series of","1","Oct 22, 2017","Oct 22, 2017","Taoiseach needs to stop playing politics with Brexit and Northern Ireland – Donnelly (Fianna Fail : None) (http://ct.moreover.com/?a=32239455712&p=1h3&v=1&x=-Syk20Os5zRDAq0bEyuGew)","1","259","sinn / party / varadkar / stormont","sinn / party / dup / gerry adams","fáil / sinn / leader micheál martin / fianna fáil leader","","","","","Fianna Fáil","Fianna Fáil; Deputy Donnelly; Stephen Donnelly Td; Leo Varadkar (http://www.leovaradkar.ie/)","Brexit","Brexit","Northern Ireland","Northern Ireland","","","Northern Ireland","Politics; Healthcare","negative","-1.4233740149214584","1.2193014322142743","3.578982430950721","","","Fianna Fail","","General","Trade & Research","4","Ireland","Northern Europe","Europe","Fianna Fail","Greg Moroney","fáil's position; reckless; fianna fáil's position; brexit and northern; deputy donnelly; donnelly; emergence; remarks; playing; facing northern ireland; newest; party political; event yesterday; judged; gael party; taosieach; ireland and brexit; deliberate; score; behaviour; yesterday evening; td has criticised; facing northern; fine gael party; concluded deputy donnelly; position in relation; concluded deputy; comments on brexit; cheap; donnelly td; stephen donnelly td; deputy; brexit stephen; brexit stephen donnelly; politics; fianna; fine; spokesperson on brexit; fianna fáil spokesperson; fáil spokesperson; fáil; fianna fáil; evening; worrying; grave; gael; fine gael; ill; responding; avoided; criticised; danger; relation to brexit; brexit poses; poses; remained; enormous; speaks; series; stephen donnelly; prepare for brexit; previous; difficulties; party; comments; taoiseach leo varadkar; points; sought; stephen; taoiseach leo; stated; concluded; recognise; spokesperson; leo varadkar; costs; possibility; preparing; varadkar; leo; context; clearly; taoiseach; position; election; hard border; prepare; office; facing; yesterday; relation; td; speech; latest; political; event","4","0.0007523552761119463","1820","1","0.0011911990082404118","0",""
"355","Brexit: England's difficulty, Ireland's opportunity","http://ct.moreover.com/?a=31930098436&p=1h3&v=1&x=9RtKmVL9rfyvutK4N-Nf4g","Yesterday, in her speech in Florence, Theresa May called for a 2 year transition period post-Brexit in order to facilitate EU-UK trade talks. However, unanimous agreement is required by all remaining ","1","Sep 23, 2017","Sep 23, 2017","Brexit: England's difficulty, Ireland's opportunity (Politics.ie : None) (http://ct.moreover.com/?a=31930098436&p=1h3&v=1&x=9RtKmVL9rfyvutK4N-Nf4g)","0","537","sinn / party / varadkar / stormont","sinn / party / dup / gerry adams","sinn / negotiating position / james brokenshire / stormont","","","EU","EU; Irish Government; Democratic Unionist Party (http://www.dup.org.uk/); Irish Govt","Sinn Féin","Sinn Féin; Theresa May (http://www.tmay.co.uk); Micheál Martin (http://www.michealmartin.ie/); Guy Verhofstadt (http://www.premier.fgov.be/)","Brexit","Brexit; Foreign Policy","Northern Ireland","Northern Ireland; Republic Of Ireland (http://www.irlgov.ie/); Irish Sea (http://dbpedia.org/resource/Irish_Sea); Florence; United Kingdom (http://www.royal.gov.uk/); Fine Gael; Britain","2 Year","2 Year","Brexit","EU; Politics","positive","0.40392497786221","3.620656203191262","1.7094244123170867","53.344166666666666","-6.2675","Politics.ie","","General","National & Int'l","3","Ireland","Northern Europe","Europe","Politics.ie","Seabhac Siulach","concessions; maximum; leverage; transition period; extract; strategic interests; ireland's strategic interests; ireland's strategic; compromise; moment; special brexit; friends; tories; transition; pressure; period post; implausible; eu brexit negotiator; period post brexit; govt; transition period post; inside the single; brexit in order; féin coalition; friendship; withstand; eu uk trade; doubtful; awaits; unanimous; brexit arrangement; historic opportunity; deal involved; stormont talks; uncontrolled; foreign policy; ireland's opportunity; coalitions; steel; sinn féin coalition; delaying; remove; special agreement; unwilling; ironically; falls; brexit transition; force; pressures; possibilities; political class; upper; speech in florence; micheal; opportunities for ireland; promoting; spring; god; knowing; apply; strategic; weakness; unionism; reduced; difficulty; rare; northern ireland remains; victory; facilitate; ruling; historical; required; period; coalition; uk trade; florence; class; brexit agreement; block; prospect; english; neighbours; forecast; eu brexit; remember; historic; trade talks; closer; inside; election; irish interests; yesterday; opportunity; reiterated; féin; sinn féin; guy verhofstadt; verhofstadt; heart; irish sea","8","0.0015434648637761954","4299","16","0.0014673006705935927","0",""
"356","EU must show Brexit solidarity with Ireland - FF","http://ct.moreover.com/?a=28865459600&p=1h3&v=1&x=SjdAJK-4PCC4fb5MZfeACQ","Micheál Martin said he believed Brexit 'will be seen as one of the most self-damaging referendum results ever produced in a democracy' 

Fianna Fáil leader Micheál Martin has said the European Union m","1","Dec 8, 2016","Dec 8, 2016","EU must show Brexit solidarity with Ireland - FF (RTE Online : Radio Telefis Eireann) (http://ct.moreover.com/?a=28865459600&p=1h3&v=1&x=SjdAJK-4PCC4fb5MZfeACQ)","4","513","sinn / party / varadkar / stormont","sinn / party / dup / gerry adams","fáil / sinn / leader micheál martin / fianna fáil leader","","","European Union","European Union (http://dbpedia.org/resource/European_Union); Supreme Court Of The United Kingdom (http://www.supremecourt.gov.uk); Parliament Of The United Kingdom (http://www.parliament.uk/)","Micheál Martin","Micheál Martin (http://www.michealmartin.ie/); Fianna Fáil","Brexit","Brexit","Republic Of Ireland","Republic Of Ireland (http://www.irlgov.ie/); Northern Ireland; Fianna Fáil; Britain; Europe (http://dbpedia.org/resource/Europe); Dublin (http://www.dublincity.ie); United Kingdom (http://www.royal.gov.uk/)","","","Micheál Martin","EU","neutral","0.23730202347035628","3.5716565879584445","1.9920293732337064","53.344166666666666","-6.2675","RTE Online","Radio Telefis Eireann","General","National & Int'l","2","Ireland","Northern Europe","Europe","RTE Online","","solidarity; solidarity with ireland; believed brexit; damaging; nation; democracy; produced; active; status for northern; micheál martin; micheál; absolutely; international affairs; impact of hard; final outcome; court appeal; clauses; stood; enforceable; committed to continued; likened; westminster parliament; bound; uk supreme court; uk supreme; sections; full impact; concentration; concentration of eu; absolutely clear; car crash; destructive; independently; practically; believed; martin; influence; britain will leave; brexit on northern; ireland must remain; extend; remain a member; demonstration; devastating; bottom; globalisation; living standards; cycle; unacceptable; showing; slow; motion; oppose; imposing; competing; profound; smaller; eu after brexit; promote; car; leader micheál; consistent; fáil leader micheál; leader micheál martin; true; neighbours; race; triggering article; special status; fáil leader; fianna fáil leader; respond; ireland's position; nations; crash; remaining; fianna; afford; offers; appeal; peaceful; extremely; reflected; fáil; fianna fáil; members; actions; addition; securing; cooperation; suffer; competition; full; continuing; argued; citizenship; substantial; rule; difficulties; ability","8","0.0015797154167734903","83","17","0.0016292022073476583","0",""
"357","Most senior executives think hard Brexit inevitable","https://i.quid.com/news/article/MSxtby1sbi0zMDQ0OTEyMzk2MCwzNjkw.html","COLIN GLEESON Almost

all Irish senior executives believe a hard Brexit is inevitable, with less than a quarter considering a deal is possible in two years, according to a survey. However, the executi","1","May 3, 2017","May 3, 2017","Most senior executives think hard Brexit inevitable (The Irish Times : None) (http://ct.moreover.com/?a=30449123960&p=253&v=1&x=GglD9AedxT-B-1tpoeA3vA)","","261","julie sinnamon / scorecard / international markets / brexit sme scorecard","julie sinnamon / scorecard / international markets / brexit sme scorecard","julie sinnamon / international markets / enterprise ireland's strategy / julie","Enterprise Ireland","Enterprise Ireland; Merc Partners","","","Julie Sinnamon","Julie Sinnamon; Colin Gleeson; Donald Trump (http://www.trumponline.com/)","","","Ireland","Ireland; United States (http://www.usa.gov/); United Kingdom (http://www.royal.gov.uk/)","Two Years","Two Years; 12 Months","Enterprise Ireland","Travel And Hospitality","positive","0.4994837533979766","4.339927786429129","1.8622778057417764","51.5","-0.11666666666666667","The Irish Times","","","National & Int'l","1","Ireland","Northern Europe","Europe","The Irish Times","Peter Hamilton, Colin Gleeson","executives; prospects; sinnamon; inevitable; cent of respondents; good for ireland; ireland warns; enterprise ireland chief; gleeson; remain positive; attractive place; sized; competitive advantage; brexit officially; senior irish; medium sized; executive julie; enterprise ireland's strategy; chief executive julie; year ahead; executive julie sinnamon; ireland's strategy; brexit will affect; colin; months ago; compared; ireland's main trading; carry; employ; causing; uk continues; survey; suggesting; anticipate; ireland chief executive; ireland's main; ireland chief; main trading partner; main trading; cent; expectations; eventually; enterprises; senior; quarter; surveyed; enterprise; officially; respondents; helping; findings; enterprise ireland; half; trading partner; donald trump; regional; prove; uncertain; julie sinnamon; optimistic; urged; heart; medium; considering; organisations; executive; advantage; julie; wait; competitive; attractive; employment; reason; continues; live; staff; affect; chief executive; result of brexit; innovation; trump; donald; hard brexit; irish economy; warns; election; partner; partners; positive; prepare; secure; small; negative; maintain; businesses; better; concern; despite; close; main","4","0.0007496631303400002","0","6","0.0009847029725749267","0",""
"358","SF demands Ireland veto over final Brexit negotiations","http://ct.moreover.com/?a=30531643257&p=1h3&v=1&x=F9s-BTn2fcCJrJ85HtwIbw","Thursday 11th May 2017 
  
Sinn Féin leader Gerry Adams has called on EU Brexit negotiator Michel Barnier to give Ireland a veto over the final negotiations on Britain leaving the European Union, writ","6","May 11, 2017","May 11, 2017","SF demands Ireland veto over final Brexit negotiations (Breaking News.ie : None) (http://ct.moreover.com/?a=30531555169&p=1h3&v=1&x=YVh4Fy3Ng_SRTp5rJmdlbA); SF demands Ireland veto over final Brexit negotiations (Irish Examiner : None) (http://ct.moreover.com/?a=30531652160&p=1h3&v=1&x=LEmxFIxfA4kQo-1H0TCfhw); SF demands Ireland veto over final Brexit negotiations (Breaking News.ie : None) (http://ct.moreover.com/?a=30531973175&p=253&v=1&x=YKcxPZf3CClEqXCVg9ZkTA); SF demands Ireland veto over final Brexit negotiations (Breaking News.ie : None) (http://ct.moreover.com/?a=30538264110&p=253&v=1&x=36skp5vVF6vNF8PRZn9irg); SF demands Ireland veto over final Brexit negotiations (Evening Echo : None) (http://ct.moreover.com/?a=30531583811&p=1h3&v=1&x=s7p7JZfgjP1gbgf7I8sMTw); SF demands Ireland veto over final Brexit negotiations (WLR FM : None) (http://ct.moreover.com/?a=30531643257&p=1h3&v=1&x=F9s-BTn2fcCJrJ85HtwIbw)","10","269","designated / david cullinane td / sinn féin mep / designated special status","sinn féin / designated / designated special status / david cullinane td","designated / sinn féin mep / north of ireland / féin mep","Eu Brexit","Eu Brexit","European Union","European Union (http://dbpedia.org/resource/European_Union); Dun Laoghaire Td","Michel Barnier","Michel Barnier (http://dbpedia.org/resource/Michel_Barnier); Sinn Féin; Gerry Adams (http://sinnfein.ie/elections/candidate/53); Richard Boyd Barrett (http://dbpedia.org/resource/Richard_Boyd_Barrett); Juno Mcenroe","","","Republic Of Ireland","Republic Of Ireland (http://www.irlgov.ie/); Europe (http://dbpedia.org/resource/Europe); Britain; Dublin (http://www.dublincity.ie); Mediterranean; Greece (http://dbpedia.org/resource/Greece); Kingdom Of Spain (napoleonic) (http://dbpedia.org/resource/Kingdom_of_Spain_(Napoleonic)); Italy (http://www.italia.it/en/home.html)","","","Michel Barnier","EU","negative","-1.956011502714073","0.8970598445301735","4.689904236862299","53.344166666666666","-6.2675","WLR FM","","General","Local","4","Ireland","Northern Europe","Europe","Breaking News.ie; Irish Examiner; Evening Echo; WLR FM","","eu brexit negotiator; called on eu; barrett; boyd; boyd barrett; final negotiations; sinn féin leader; féin leader; féin leader gerry; crash; tds; leader gerry adams; leader gerry; veto; eu brexit; adams; britain leaving; leaving the european; gerry adams; brexit negotiator michel; bomb; inflicted; pbp; refugees; mediterranean; greece; highlight sinn féin; eu banking; opponents; financial crash; died; socialist; ireland would remain; final brexit negotiations; left wing; story highlight sinn; highlight sinn; veto over final; sf; juno mcenroe; writes juno; mcenroe; writes juno mcenroe; ireland needed; juno; wing; gerry; story highlight; trust; italy; reminded; richard; negotiator michel barnier; pain; final; forces; negotiator michel; attempts; imposing; brexit negotiator; barnier; criticism; entire island; south of ireland; hardening; mentioned; solidarity; restrictions; overcome; final brexit; demands; spain; entire; féin; sinn féin; writes; special designated status; received; special designated; leader; argued; designated status; highlight; north of ireland; michel barnier; policies; michel; sinn; represent; negotiator; banking; called; days; leaving; hit; irish citizens; left; designated; officials; story","8","0.001649102607301969","948","16","0.0013394531313453497","0",""
"359","Brexit: Former Prime Minister Tony Blair warns hard border on island of Ireland would be 'a disaster'","http://ct.moreover.com/?a=30545254916&p=1h3&v=1&x=ZNyjuegDUTL5GvRP4c4dlg","Former British Prime Minister Tony Blair has warned that the return of a hard border on the island of Ireland would be “a disaster.” 
 
The ex-Labour leader said he believed the UK government would do","1","May 12, 2017","May 12, 2017","Brexit: Former Prime Minister Tony Blair warns hard border on island of Ireland would be 'a disaster' (Irish Mirror : None) (http://ct.moreover.com/?a=30545254916&p=1h3&v=1&x=ZNyjuegDUTL5GvRP4c4dlg)","0","455","Single Market","common travel / leo / foreign affairs / michel barnier","common travel area / michel barnier / david davis / seamless and frictionless","","","Republic Of Ireland","Republic Of Ireland (http://www.irlgov.ie/); European Union (http://dbpedia.org/resource/European_Union); Foreign Affairs","Tony Blair","Tony Blair (http://www.tonyblairoffice.org/); Charles Flanagan (http://dbpedia.org/resource/Charles_Flanagan); Theresa May (http://www.tmay.co.uk)","Brexit","Brexit","Northern Ireland","Northern Ireland; Europe (http://dbpedia.org/resource/Europe); United Kingdom (http://www.royal.gov.uk/); RTE; United Kingdom Of Great Britain And Ireland (http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Ireland)","","","Tony Blair","EU; Politics","positive","0.585844056128831","3.687029785883675","1.4512185044490198","53.344166666666666","-6.2675","Irish Mirror","","General","National & Int'l","3","Ireland","Northern Europe","Europe","Irish Mirror","James Ward","tony blair; british politics; consensus in british; minister tony; minister tony blair; prime minister tony; blair; tony; photo; retained; open border; consensus; disaster; ireland yesterday; rte's morning; relationship between northern; eu politicians; disagreements over brexit; extends; open border arrangements; british prime minster; satisfactory; rte's morning ireland; disagreements; politics extends; prime minster; special arrangements; change their minds; negotiation is going; minster; upbeat; families; border arrangements; minds on brexit; british politics extends; satisfactory and open; upside for ireland; extends to europe; warns hard; toughest; proper mess; honestly; labour leader; pro eu; described brexit; order to protect; border between ireland; northern ireland remains; economic and political; border after brexit; ireland stands; upside; proper; affairs minister charlie; overwhelming; agreeing; morning ireland; pa; mess; likelihood; minds; politics; minister charlie flanagan; minister charlie; gains; repeated; treated; special case; split; foreign affairs minister; affairs minister; moment; school; stands; avoid a hard; open; arrangements; ireland remains; believed; pro; features; house; british prime; achieved; critical; hard border; ireland and northern; negotiators; confirmed; attend; island of ireland; understand; uk government; charlie flanagan; charlie; flanagan; described; eu leaders; negotiation; politicians","7","0.0017843525567513285","195","13","0.0014541627349129872","0",""
"360","Northern Ireland Brexit challenge referred to supreme court","http://ct.moreover.com/?a=28648433944&p=1it&v=1&x=O7gpA2iN28U6P5dxfxY3Qw","By using this website, you consent to our use of cookies. For more information on cookies see our Cookie Policy. X Northern Ireland Brexit challenge referred to supreme court Raymond McCord claims UK ","1","Nov 18, 2016","Nov 18, 2016","Northern Ireland Brexit challenge referred to supreme court (Editors Picks Feed : None) (http://ct.moreover.com/?a=28648433944&p=1it&v=1&x=O7gpA2iN28U6P5dxfxY3Qw)","11","1130","Travel","cookie policy / guardian series brexit / read in news / cookies","cookie policy / guardian series brexit / ireland beyond brexit / series brexit","Google","Google (http://www.google.com/); Facebook (http://www.facebook.com/)","Supreme Court Of Canada","Supreme Court Of Canada (http://www.scc-csc.gc.ca/home-accueil/index-eng.asp); British Government Court Of Appeal Eu European Union High Court Sinn Fein Social Democratic; European Union (http://dbpedia.org/resource/European_Union); Labour Party Supreme Court Belfast Ireland Lisbon London; Northern Ireland (http://dbpedia.org/resource/Northern_Ireland); Court Of Appeal Of Cameroon (http://dbpedia.org/resource/Court_of_Appeal_of_Cameroon); The High Court (http://dbpedia.org/resource/The_High_Court); Northern Ireland Brexit; British Government; District Courts Of New Zealand (http://dbpedia.org/resource/District_Courts_of_New_Zealand)","Raymond Mccord","Raymond Mccord; Raymond Mccord Steven Agnew Theresa; Mr Justice Maguire; Theresa May (http://www.tmay.co.uk); Steven Agnew (http://dbpedia.org/resource/Steven_Agnew); John Larkin Qc; David Ford (http://www.davidford.org/); Pat Hickey (http://dbpedia.org/resource/Pat_Hickey); Colum Eastwood (http://dbpedia.org/resource/Colum_Eastwood); Arlene Foster (http://www.dup.org.uk/MyProfile.asp?MemberID=12)","Lisbon Treaty","Lisbon Treaty","Northern Ireland","Northern Ireland (http://dbpedia.org/resource/Northern_Ireland); London (http://www.london.gov.uk/); Belfast (http://www.belfastcity.gov.uk/); United Ireland; Galway (http://www.galwaycity.ie); United Kingdom (http://www.royal.gov.uk/); Cork (city) (http://www.corkcity.ie); Royal Borough Of Kensington And Chelsea (http://dbpedia.org/resource/Royal_Borough_of_Kensington_and_Chelsea); Dublin (http://www.dublincity.ie); East Germany (http://www.thelivesofothers.com)","Northern Ireland Stormont United Kingdom","Northern Ireland Stormont United Kingdom; Government; Irish Times News; Daily Digest","Northern Ireland","EU","neutral","0.04080600777202209","3.4761403740001833","2.359720057528314","45.42195","-75.705682","Editors Picks Feed","","","Other","","Ireland","Northern Europe","Europe","Editors Picks Feed","Alan Erwin","northern ireland brexit; serious concern; victims; judge; referred; temperatures; district court; memo; plunge; bail; judicial; charged; counsel; court in london; high court; reconciliation; district; proceedings; upheaval; brexit challenge; galway; cases; campaigner; judges; lawyers; november; supreme court; supreme; lisbon; appeal; worried; friend; royal; looked; court; man; voters; claims; ireland brexit; weekend; sinn fein; fein; formally triggered; rejected claims; confidential; green party; government set; ireland lisbon; opinion una mullally; follow irishtimesnews; british counterparts; quit the european; maguire; mail; hears; legal challenge; mounted; british meps; deceased; eu withdrawal; cross party group; o'dowd; kavanagh; hickey; voters in northern; wanted to remain; cope with brexit; irish times health; opinion una; halt; son; three judges; intervene; theresa may british; social democratic; social affairs; national party; john o'dowd; circuit; british voters; union high court; backed brexit; confirming; democratic and labour; attorney general; earlier this month; brexit upheaval; times news follow; domestic sales; ireland wanted; ireland ireland; trigger brexit; qc; scots; irish public; ireland's national; brazil; post brexit ally; ally for ireland; sole","7","0.0015785789776203735","0","17","0.0013378693833746033","0",""
"361","Hazzard meets senior British Labour representatives over Brexit","http://ct.moreover.com/?a=32108546625&p=1h3&v=1&x=dy6oHVOVG3gfipefFVgqZQ","- by Chris Hazzard 
 
Sinn Féin’s Chris Hazzard MP has today met with senior British Labour party representatives to discuss the potential impact of Brexit in Ireland, in what he called a series of ‘i","1","Oct 10, 2017","Oct 10, 2017","Hazzard meets senior British Labour representatives over Brexit (Sinn Fein : None) (http://ct.moreover.com/?a=32108546625&p=1h3&v=1&x=dy6oHVOVG3gfipefFVgqZQ)","9","250","designated / david cullinane td / sinn féin mep / designated special status","sinn féin / designated / designated special status / david cullinane td","sinn / sinn féin / ignoring / féin","","","European Union","European Union (http://dbpedia.org/resource/European_Union); Labour Party (uk) (http://www.labour.org.uk/); Brexit Select Committee; British Government; Parliament Of The United Kingdom (http://www.parliament.uk/)","Chris Hazzard","Chris Hazzard (http://dbpedia.org/resource/Chris_Hazzard); Sinn Féin Mps; Sinn Féin; Hilary Benn (http://www.hilarybenn.org); Jenny Chapman (http://dbpedia.org/resource/Jenny_Chapman); Kier Starmer; Chloe Smith (http://www.chloesmith.org.uk/)","Brexit","Brexit","Northern Ireland","Northern Ireland (http://dbpedia.org/resource/Northern_Ireland); Brussels (http://portail.irisnet.be/en/home/home.shtml); Dublin; London (http://www.london.gov.uk/)","","","Chris Hazzard","EU; Politics","neutral","0.1712178841926582","4.8229112206556755","2.8736593686860537","50.85","4.35","Sinn Fein","","General","Trade & Research","3","Ireland","Northern Europe","Europe","Sinn Fein","","hazzard; chris hazzard; senior british; féin mps; british labour; sinn féin mps; mp; shadow; chris; constituents; starmer; opportunity to highlight; ignore; sand; oppose brexit; chris hazzard mp; senior political; westminster parliament; party representatives; hillary; brexit select committee; brexit in ireland; jenny; smith mp; brexit select; benn; hazzard mp; today met; north to remain; british labour party; north of ireland; mps; smith; notable; representatives; catastrophic; exception; disaster for ireland; engagements; stark; divisive; oppose; arguments; select; select committee; senior; potential impact; lives; meets; brexit minister; met; labour; labour party; actively; consensus; brexit on ireland; brexit secretary; heads; determined; disaster; special status; pointed; chair; designated special status; designated special; highlight; secretary; tomorrow; effects of brexit; sinn; impact of brexit; represent; féin; sinn féin; continues; constructive; conservative; aware; democratic; meetings; figures; reality; westminster; growing; today; required; designated; status; discuss; effects; brussels; making; series; parliament; north and south; north; opportunity; committee; called; british government","10","0.0022122994898492805","590","21","0.0017833028855231635","0",""
